Entity,Code,Year,Official development assistance (ODA) by recipient (Official donors),1012392-annotations
Least developed countries (OECD),,2009,42324034000,
Least developed countries (OECD),,2010,41184420000,
Least developed countries (OECD),,2011,44533445000,
Least developed countries (OECD),,2012,43718873000,
Least developed countries (OECD),,2013,47494124000,
Least developed countries (OECD),,2014,43962065000,
Least developed countries (OECD),,2015,47634950000,
Least developed countries (OECD),,2016,48124043000,
Least developed countries (OECD),,2017,53025497000,
Least developed countries (OECD),,2018,56515637000,
Least developed countries (OECD),,2019,56122786000,
Least developed countries (OECD),,2020,66225795000,
Least developed countries (OECD),,2021,60102234000,
Least developed countries (OECD),,2022,57388933000,
Least developed countries (OECD),,2023,59611046000,
Lebanon,LBN,1960,105776080,
Lebanon,LBN,1961,99882984,
Lebanon,LBN,1962,70962970,
Lebanon,LBN,1963,61844830,
Lebanon,LBN,1964,22687756,
Lebanon,LBN,1965,63012150,
Lebanon,LBN,1966,60806864,
Lebanon,LBN,1967,60639116,
Lebanon,LBN,1968,132141940,
Lebanon,LBN,1969,59125916,
Lebanon,LBN,1970,128550640,
Lebanon,LBN,1971,36354950,
Lebanon,LBN,1972,83054920,
Lebanon,LBN,1973,59126576,
Lebanon,LBN,1974,610700160,
Lebanon,LBN,1975,55912456,
Lebanon,LBN,1976,150465820,
Lebanon,LBN,1977,476600830,
Lebanon,LBN,1978,709495200,
Lebanon,LBN,1979,333069060,
Lebanon,LBN,1980,716567550,
Lebanon,LBN,1981,1146772400,
Lebanon,LBN,1982,493910080,
Lebanon,LBN,1983,329906880,
Lebanon,LBN,1984,202095230,
Lebanon,LBN,1985,216515380,
Lebanon,LBN,1986,135143740,
Lebanon,LBN,1987,192503180,
Lebanon,LBN,1988,255357100,
Lebanon,LBN,1989,212339820,
Lebanon,LBN,1990,439830080,
Lebanon,LBN,1991,188968210,
Lebanon,LBN,1992,155611020,
Lebanon,LBN,1993,204788580,
Lebanon,LBN,1994,322443800,
Lebanon,LBN,1995,237645330,
Lebanon,LBN,1996,307758700,
Lebanon,LBN,1997,366686850,
Lebanon,LBN,1998,484826750,
Lebanon,LBN,1999,281110080,
Lebanon,LBN,2000,315545920,
Lebanon,LBN,2001,311916900,
Lebanon,LBN,2002,306397120,
Lebanon,LBN,2003,699012300,
Lebanon,LBN,2004,318025100,
Lebanon,LBN,2005,274958370,
Lebanon,LBN,2006,926522000,
Lebanon,LBN,2007,1033382800,
Lebanon,LBN,2008,1055952260,
Lebanon,LBN,2009,608232300,
Lebanon,LBN,2010,429483200,
Lebanon,LBN,2011,469378980,
Lebanon,LBN,2012,779294800,
Lebanon,LBN,2013,615893440,
Lebanon,LBN,2014,806860350,
Lebanon,LBN,2015,1088391400,
Lebanon,LBN,2016,1267544700,
Lebanon,LBN,2017,1441684400,
Lebanon,LBN,2018,1494817900,
Lebanon,LBN,2019,1338160000,
Lebanon,LBN,2020,1495212700,
Lebanon,LBN,2021,1373050400,
Lebanon,LBN,2022,1427493900,
Lebanon,LBN,2023,1660860900,
Lesotho,LSO,1960,16405924,
Lesotho,LSO,1961,42232584,
Lesotho,LSO,1962,57988388,
Lesotho,LSO,1963,54370320,
Lesotho,LSO,1964,53173956,
Lesotho,LSO,1965,83268120,
Lesotho,LSO,1966,103669090,
Lesotho,LSO,1967,111035890,
Lesotho,LSO,1968,113508230,
Lesotho,LSO,1969,103518970,
Lesotho,LSO,1970,63322770,
Lesotho,LSO,1971,106870230,
Lesotho,LSO,1972,82345816,
Lesotho,LSO,1973,73036500,
Lesotho,LSO,1974,96064280,
Lesotho,LSO,1975,116272530,
Lesotho,LSO,1976,108182920,
Lesotho,LSO,1977,132047170,
Lesotho,LSO,1978,159741520,
Lesotho,LSO,1979,181975710,
Lesotho,LSO,1980,230478990,
Lesotho,LSO,1981,265761700,
Lesotho,LSO,1982,242925420,
Lesotho,LSO,1983,279690240,
Lesotho,LSO,1984,265056700,
Lesotho,LSO,1985,245829520,
Lesotho,LSO,1986,189091220,
Lesotho,LSO,1987,199881490,
Lesotho,LSO,1988,201421760,
Lesotho,LSO,1989,240212200,
Lesotho,LSO,1990,217043420,
Lesotho,LSO,1991,187295020,
Lesotho,LSO,1992,205757890,
Lesotho,LSO,1993,217124860,
Lesotho,LSO,1994,168384100,
Lesotho,LSO,1995,149663250,
Lesotho,LSO,1996,131932920,
Lesotho,LSO,1997,128686140,
Lesotho,LSO,1998,86548150,
Lesotho,LSO,1999,45455590,
Lesotho,LSO,2000,59761092,
Lesotho,LSO,2001,85411170,
Lesotho,LSO,2002,114240984,
Lesotho,LSO,2003,100567210,
Lesotho,LSO,2004,112677784,
Lesotho,LSO,2005,76766220,
Lesotho,LSO,2006,78133980,
Lesotho,LSO,2007,138240060,
Lesotho,LSO,2008,141684900,
Lesotho,LSO,2009,129323350,
Lesotho,LSO,2010,234292510,
Lesotho,LSO,2011,271226620,
Lesotho,LSO,2012,307599140,
Lesotho,LSO,2013,357399140,
Lesotho,LSO,2014,114220090,
Lesotho,LSO,2015,97973070,
Lesotho,LSO,2016,128145130,
Lesotho,LSO,2017,164172800,
Lesotho,LSO,2018,168399490,
Lesotho,LSO,2019,152527340,
Lesotho,LSO,2020,182356260,
Lesotho,LSO,2021,181868420,
Lesotho,LSO,2022,153728340,
Lesotho,LSO,2023,165149600,
Liberia,LBR,1960,74371464,
Liberia,LBR,1961,197063800,
Liberia,LBR,1962,572557440,
Liberia,LBR,1963,238943500,
Liberia,LBR,1964,113224550,
Liberia,LBR,1965,245664560,
Liberia,LBR,1966,263594880,
Liberia,LBR,1967,170594300,
Liberia,LBR,1968,105372670,
Liberia,LBR,1969,100999250,
Liberia,LBR,1970,78055010,
Liberia,LBR,1971,72470904,
Liberia,LBR,1972,69450740,
Liberia,LBR,1973,51270188,
Liberia,LBR,1974,65266970,
Liberia,LBR,1975,79964970,
Liberia,LBR,1976,102139330,
Liberia,LBR,1977,110146160,
Liberia,LBR,1978,141862300,
Liberia,LBR,1979,214049900,
Liberia,LBR,1980,242887500,
Liberia,LBR,1981,285173860,
Liberia,LBR,1982,276126530,
Liberia,LBR,1983,297099140,
Liberia,LBR,1984,328585280,
Liberia,LBR,1985,224455220,
Liberia,LBR,1986,208797020,
Liberia,LBR,1987,146532110,
Liberia,LBR,1988,114742790,
Liberia,LBR,1989,103645010,
Liberia,LBR,1990,180593060,
Liberia,LBR,1991,252948240,
Liberia,LBR,1992,172067800,
Liberia,LBR,1993,182671460,
Liberia,LBR,1994,98040340,
Liberia,LBR,1995,161484800,
Liberia,LBR,1996,224279630,
Liberia,LBR,1997,111304070,
Liberia,LBR,1998,109182920,
Liberia,LBR,1999,142826750,
Liberia,LBR,2000,103767784,
Liberia,LBR,2001,61632540,
Liberia,LBR,2002,85065470,
Liberia,LBR,2003,150132420,
Liberia,LBR,2004,285184000,
Liberia,LBR,2005,280770240,
Liberia,LBR,2006,311027970,
Liberia,LBR,2007,1216506000,
Liberia,LBR,2008,1312852600,
Liberia,LBR,2009,534801380,
Liberia,LBR,2010,1375396200,
Liberia,LBR,2011,758039200,
Liberia,LBR,2012,595014200,
Liberia,LBR,2013,554373800,
Liberia,LBR,2014,772393100,
Liberia,LBR,2015,1262615700,
Liberia,LBR,2016,939774900,
Liberia,LBR,2017,708254460,
Liberia,LBR,2018,636475600,
Liberia,LBR,2019,623108160,
Liberia,LBR,2020,685636400,
Liberia,LBR,2021,596206300,
Liberia,LBR,2022,485491550,
Liberia,LBR,2023,540027460,
Libya,LBY,1960,354085630,
Libya,LBY,1961,315220350,
Libya,LBY,1962,267274990,
Libya,LBY,1963,214138220,
Libya,LBY,1964,157795300,
Libya,LBY,1965,62736760,
Libya,LBY,1966,13550508,
Libya,LBY,1967,17816532,
Libya,LBY,1968,48348650,
Libya,LBY,1969,52974236,
Libya,LBY,1970,29905200,
Libya,LBY,1971,20608028,
Libya,LBY,1972,41552084,
Libya,LBY,1973,68443680,
Libya,LBY,1974,58575750,
Libya,LBY,1975,6067555,
Libya,LBY,1976,33145320,
Libya,LBY,1977,26476486,
Libya,LBY,1978,18020322,
Libya,LBY,1979,9594183,
Libya,LBY,1980,29846890,
Libya,LBY,1981,11289941,
Libya,LBY,1982,273758270,
Libya,LBY,1983,13627546,
Libya,LBY,1984,12604175,
Libya,LBY,1985,14609897,
Libya,LBY,1986,24930458,
Libya,LBY,1987,11034660,
Libya,LBY,1988,9306331,
Libya,LBY,1989,16614977,
Libya,LBY,1990,11635345,
Libya,LBY,1991,10685948,
Libya,LBY,1992,4430428,
Libya,LBY,1993,3991249,
Libya,LBY,1994,5354738,
Libya,LBY,1995,6929046,
Libya,LBY,1996,4624505,
Libya,LBY,1997,5428199,
Libya,LBY,1998,7693504,
Libya,LBY,1999,6605008,
Libya,LBY,2005,25212268,
Libya,LBY,2006,48460156,
Libya,LBY,2007,20255812,
Libya,LBY,2008,73271950,
Libya,LBY,2009,39291390,
Libya,LBY,2010,8430382,
Libya,LBY,2011,680207400,
Libya,LBY,2012,92135210,
Libya,LBY,2013,121105900,
Libya,LBY,2014,199158240,
Libya,LBY,2015,172045390,
Libya,LBY,2016,198684860,
Libya,LBY,2017,463277380,
Libya,LBY,2018,314172540,
Libya,LBY,2019,312491070,
Libya,LBY,2020,302959840,
Libya,LBY,2021,333807970,
Libya,LBY,2022,264933710,
Libya,LBY,2023,339277060,
Low-income countries (WB),,1960,2446100000,
Low-income countries (WB),,1961,2893771800,
Low-income countries (WB),,1962,3569114000,
Low-income countries (WB),,1963,3221068300,
Low-income countries (WB),,1964,4083779800,
Low-income countries (WB),,1965,4572638000,
Low-income countries (WB),,1966,4592931300,
Low-income countries (WB),,1967,3776691200,
Low-income countries (WB),,1968,3917892000,
Low-income countries (WB),,1969,3525281000,
Low-income countries (WB),,1970,3672088800,
Low-income countries (WB),,1971,4030788600,
Low-income countries (WB),,1972,4705152500,
Low-income countries (WB),,1973,6519519700,
Low-income countries (WB),,1974,10322128000,
Low-income countries (WB),,1975,11293661000,
Low-income countries (WB),,1976,10815734000,
Low-income countries (WB),,1977,11944756000,
Low-income countries (WB),,1978,11845403000,
Low-income countries (WB),,1979,15300104000,
Low-income countries (WB),,1980,15313433000,
Low-income countries (WB),,1981,15282226000,
Low-income countries (WB),,1982,14823669000,
Low-income countries (WB),,1983,14080181000,
Low-income countries (WB),,1984,14120175000,
Low-income countries (WB),,1985,16541598000,
Low-income countries (WB),,1986,14881711000,
Low-income countries (WB),,1987,14699380000,
Low-income countries (WB),,1988,13808640000,
Low-income countries (WB),,1989,13565190000,
Low-income countries (WB),,1990,15754659000,
Low-income countries (WB),,1991,14419113000,
Low-income countries (WB),,1992,13426316000,
Low-income countries (WB),,1993,13231793000,
Low-income countries (WB),,1994,13603132000,
Low-income countries (WB),,1995,10728985000,
Low-income countries (WB),,1996,9704845000,
Low-income countries (WB),,1997,10118841000,
Low-income countries (WB),,1998,9909697000,
Low-income countries (WB),,1999,9503999000,
Low-income countries (WB),,2000,9820668000,
Low-income countries (WB),,2001,12567192000,
Low-income countries (WB),,2002,17171156000,
Low-income countries (WB),,2003,22150800000,
Low-income countries (WB),,2004,19758130000,
Low-income countries (WB),,2005,21279291000,
Low-income countries (WB),,2006,22735673000,
Low-income countries (WB),,2007,25308455000,
Low-income countries (WB),,2008,27535507000,
Low-income countries (WB),,2009,30090240000,
Low-income countries (WB),,2010,28412824000,
Low-income countries (WB),,2011,32655225000,
Low-income countries (WB),,2012,31248146000,
Low-income countries (WB),,2013,32931590000,
Low-income countries (WB),,2014,33192817000,
Low-income countries (WB),,2015,36957016000,
Low-income countries (WB),,2016,41203552000,
Low-income countries (WB),,2017,45664027000,
Low-income countries (WB),,2018,50206007000,
Low-income countries (WB),,2019,48584507000,
Low-income countries (WB),,2020,55403667000,
Low-income countries (WB),,2021,51288957000,
Low-income countries (WB),,2022,45250564000,
Low-income countries (WB),,2023,47516803000,
Lower middle-income countries (OECD),,1960,17438300000,
Lower middle-income countries (OECD),,1961,18265975000,
Lower middle-income countries (OECD),,1962,18864992000,
Lower middle-income countries (OECD),,1963,20974742000,
Lower middle-income countries (OECD),,1964,22969297000,
Lower middle-income countries (OECD),,1965,23849015000,
Lower middle-income countries (OECD),,1966,23212580000,
Lower middle-income countries (OECD),,1967,24517186000,
Lower middle-income countries (OECD),,1968,21091596000,
Lower middle-income countries (OECD),,1969,20165538000,
Lower middle-income countries (OECD),,1970,21824874000,
Lower middle-income countries (OECD),,1971,22419993000,
Lower middle-income countries (OECD),,1972,18675175000,
Lower middle-income countries (OECD),,1973,20745712000,
Lower middle-income countries (OECD),,1974,25647297000,
Lower middle-income countries (OECD),,1975,30870840000,
Lower middle-income countries (OECD),,1976,29968503000,
Lower middle-income countries (OECD),,1977,25852131000,
Lower middle-income countries (OECD),,1978,25882262000,
Lower middle-income countries (OECD),,1979,21153096000,
Lower middle-income countries (OECD),,1980,25650135000,
Lower middle-income countries (OECD),,1981,23942703000,
Lower middle-income countries (OECD),,1982,23702858000,
Lower middle-income countries (OECD),,1983,22278306000,
Lower middle-income countries (OECD),,1984,23080915000,
Lower middle-income countries (OECD),,1985,24107039000,
Lower middle-income countries (OECD),,1986,22536313000,
Lower middle-income countries (OECD),,1987,20218350000,
Lower middle-income countries (OECD),,1988,21914757000,
Lower middle-income countries (OECD),,1989,23281897000,
Lower middle-income countries (OECD),,1990,30881937000,
Lower middle-income countries (OECD),,1991,31773049000,
Lower middle-income countries (OECD),,1992,27751617000,
Lower middle-income countries (OECD),,1993,22922883000,
Lower middle-income countries (OECD),,1994,25128608000,
Lower middle-income countries (OECD),,1995,19053260000,
Lower middle-income countries (OECD),,1996,20499325000,
Lower middle-income countries (OECD),,1997,18779160000,
Lower middle-income countries (OECD),,1998,21038244000,
Lower middle-income countries (OECD),,1999,19786478000,
Lower middle-income countries (OECD),,2000,18767344000,
Lower middle-income countries (OECD),,2001,23837293000,
Lower middle-income countries (OECD),,2002,23326605000,
Lower middle-income countries (OECD),,2003,20087017000,
Lower middle-income countries (OECD),,2004,20375138000,
Lower middle-income countries (OECD),,2005,30751540000,
Lower middle-income countries (OECD),,2006,35097410000,
Lower middle-income countries (OECD),,2007,24505494000,
Lower middle-income countries (OECD),,2008,24461957000,
Lower middle-income countries (OECD),,2009,30774385000,
Lower middle-income countries (OECD),,2010,26156595000,
Lower middle-income countries (OECD),,2011,30041184000,
Lower middle-income countries (OECD),,2012,31150369000,
Lower middle-income countries (OECD),,2013,36158673000,
Lower middle-income countries (OECD),,2014,35460960000,
Lower middle-income countries (OECD),,2015,36348680000,
Lower middle-income countries (OECD),,2016,34281855000,
Lower middle-income countries (OECD),,2017,33491304000,
Lower middle-income countries (OECD),,2018,30881874000,
Lower middle-income countries (OECD),,2019,30764222000,
Lower middle-income countries (OECD),,2020,39535227000,
Lower middle-income countries (OECD),,2021,40593805000,
Lower middle-income countries (OECD),,2022,66963960000,
Lower middle-income countries (OECD),,2023,71667106000,
Lower middle-income countries (WB),,1960,15205906000,
Lower middle-income countries (WB),,1961,14989696000,
Lower middle-income countries (WB),,1962,16038350000,
Lower middle-income countries (WB),,1963,20047960000,
Lower middle-income countries (WB),,1964,23467817000,
Lower middle-income countries (WB),,1965,24907074000,
Lower middle-income countries (WB),,1966,24364184000,
Lower middle-income countries (WB),,1967,24835983000,
Lower middle-income countries (WB),,1968,20425955000,
Lower middle-income countries (WB),,1969,19341734000,
Lower middle-income countries (WB),,1970,20487234000,
Lower middle-income countries (WB),,1971,21045604000,
Lower middle-income countries (WB),,1972,19532250000,
Lower middle-income countries (WB),,1973,23777833000,
Lower middle-income countries (WB),,1974,31427518000,
Lower middle-income countries (WB),,1975,37650543000,
Lower middle-income countries (WB),,1976,35067077000,
Lower middle-income countries (WB),,1977,32548188000,
Lower middle-income countries (WB),,1978,33418258000,
Lower middle-income countries (WB),,1979,32130497000,
Lower middle-income countries (WB),,1980,36798280000,
Lower middle-income countries (WB),,1981,34494270000,
Lower middle-income countries (WB),,1982,33426020000,
Lower middle-income countries (WB),,1983,30864398000,
Lower middle-income countries (WB),,1984,31946867000,
Lower middle-income countries (WB),,1985,32277750000,
Lower middle-income countries (WB),,1986,31458023000,
Lower middle-income countries (WB),,1987,28441756000,
Lower middle-income countries (WB),,1988,28893405000,
Lower middle-income countries (WB),,1989,30221531000,
Lower middle-income countries (WB),,1990,39385633000,
Lower middle-income countries (WB),,1991,39680754000,
Lower middle-income countries (WB),,1992,35050910000,
Lower middle-income countries (WB),,1993,29124526000,
Lower middle-income countries (WB),,1994,33074344000,
Lower middle-income countries (WB),,1995,27980462000,
Lower middle-income countries (WB),,1996,27202146000,
Lower middle-income countries (WB),,1997,25567440000,
Lower middle-income countries (WB),,1998,27091894000,
Lower middle-income countries (WB),,1999,25748842000,
Lower middle-income countries (WB),,2000,25635269000,
Lower middle-income countries (WB),,2001,31100279000,
Lower middle-income countries (WB),,2002,31151563000,
Lower middle-income countries (WB),,2003,29682194000,
Lower middle-income countries (WB),,2004,31318090000,
Lower middle-income countries (WB),,2005,37276054000,
Lower middle-income countries (WB),,2006,44069593000,
Lower middle-income countries (WB),,2007,35228164000,
Lower middle-income countries (WB),,2008,35790940000,
Lower middle-income countries (WB),,2009,41917084000,
Lower middle-income countries (WB),,2010,37786350000,
Lower middle-income countries (WB),,2011,41629807000,
Lower middle-income countries (WB),,2012,44920152000,
Lower middle-income countries (WB),,2013,54094655000,
Lower middle-income countries (WB),,2014,51685900000,
Lower middle-income countries (WB),,2015,52800160000,
Lower middle-income countries (WB),,2016,51032130000,
Lower middle-income countries (WB),,2017,52243970000,
Lower middle-income countries (WB),,2018,48090857000,
Lower middle-income countries (WB),,2019,51223930000,
Lower middle-income countries (WB),,2020,60713013000,
Lower middle-income countries (WB),,2021,60285497000,
Lower middle-income countries (WB),,2022,58751898000,
Lower middle-income countries (WB),,2023,57216807000,
Macao,MAC,1960,17075146,
Macao,MAC,1961,14278257,
Macao,MAC,1963,7514532,
Macao,MAC,1966,2354107,
Macao,MAC,1967,942022,
Macao,MAC,1968,1097154,
Macao,MAC,1969,465599,
Macao,MAC,1970,1373578,
Macao,MAC,1971,1469040,
Macao,MAC,1972,500473.97,
Macao,MAC,1973,576756,
Macao,MAC,1974,131104,
Macao,MAC,1975,77169,
Macao,MAC,1979,38080,
Macao,MAC,1980,10781668,
Macao,MAC,1981,17610,
Macao,MAC,1982,1796555,
Macao,MAC,1983,1367339,
Macao,MAC,1984,1109716,
Macao,MAC,1985,1024148,
Macao,MAC,1986,721299,
Macao,MAC,1987,173467,
Macao,MAC,1988,514031,
Macao,MAC,1989,463376,
Macao,MAC,1990,302419,
Macao,MAC,1991,122717,
Macao,MAC,1992,146174,
Macao,MAC,1993,189238,
Macao,MAC,1994,392123,
Macao,MAC,1995,-4966721,
Macao,MAC,1996,341055,
Macao,MAC,1997,415680,
Macao,MAC,1998,638624,
Macao,MAC,1999,339255,
Madagascar,MDG,1960,28521826,
Madagascar,MDG,1961,14897470,
Madagascar,MDG,1962,46242660,
Madagascar,MDG,1963,76871090,
Madagascar,MDG,1964,370787900,
Madagascar,MDG,1965,379028200,
Madagascar,MDG,1966,345274100,
Madagascar,MDG,1967,311769570,
Madagascar,MDG,1968,341522180,
Madagascar,MDG,1969,307727800,
Madagascar,MDG,1970,321330100,
Madagascar,MDG,1971,296786780,
Madagascar,MDG,1972,308881020,
Madagascar,MDG,1973,249817540,
Madagascar,MDG,1974,275750140,
Madagascar,MDG,1975,313119970,
Madagascar,MDG,1976,232173230,
Madagascar,MDG,1977,209377810,
Madagascar,MDG,1978,274144830,
Madagascar,MDG,1979,345834270,
Madagascar,MDG,1980,535183580,
Madagascar,MDG,1981,581521100,
Madagascar,MDG,1982,603879600,
Madagascar,MDG,1983,466726080,
Madagascar,MDG,1984,416561570,
Madagascar,MDG,1985,500017540,
Madagascar,MDG,1986,652635460,
Madagascar,MDG,1987,604157060,
Madagascar,MDG,1988,487562660,
Madagascar,MDG,1989,596496060,
Madagascar,MDG,1990,602373200,
Madagascar,MDG,1991,648420740,
Madagascar,MDG,1992,496050940,
Madagascar,MDG,1993,495732640,
Madagascar,MDG,1994,385142620,
Madagascar,MDG,1995,369835200,
Madagascar,MDG,1996,441744450,
Madagascar,MDG,1997,1162074000,
Madagascar,MDG,1998,668103100,
Madagascar,MDG,1999,493162700,
Madagascar,MDG,2000,477948800,
Madagascar,MDG,2001,578896900,
Madagascar,MDG,2002,563745900,
Madagascar,MDG,2003,708739000,
Madagascar,MDG,2004,1449648900,
Madagascar,MDG,2005,1051529900,
Madagascar,MDG,2006,883026300,
Madagascar,MDG,2007,920471400,
Madagascar,MDG,2008,849297600,
Madagascar,MDG,2009,448856580,
Madagascar,MDG,2010,406033730,
Madagascar,MDG,2011,438649760,
Madagascar,MDG,2012,371352860,
Madagascar,MDG,2013,486348380,
Madagascar,MDG,2014,579455360,
Madagascar,MDG,2015,755368060,
Madagascar,MDG,2016,697705660,
Madagascar,MDG,2017,845242400,
Madagascar,MDG,2018,780793540,
Madagascar,MDG,2019,774580900,
Madagascar,MDG,2020,1329777900,
Madagascar,MDG,2021,1035733250,
Madagascar,MDG,2022,1004462100,
Madagascar,MDG,2023,1202164900,
Malawi,MWI,1960,44036016,
Malawi,MWI,1961,84108670,
Malawi,MWI,1962,114240230,
Malawi,MWI,1963,160090750,
Malawi,MWI,1964,301571460,
Malawi,MWI,1965,294701000,
Malawi,MWI,1966,256788140,
Malawi,MWI,1967,241657780,
Malawi,MWI,1968,367972670,
Malawi,MWI,1969,214684210,
Malawi,MWI,1970,265400370,
Malawi,MWI,1971,207955600,
Malawi,MWI,1972,219802750,
Malawi,MWI,1973,161568290,
Malawi,MWI,1974,200358220,
Malawi,MWI,1975,260124050,
Malawi,MWI,1976,253030860,
Malawi,MWI,1977,291954370,
Malawi,MWI,1978,311255360,
Malawi,MWI,1979,377475650,
Malawi,MWI,1980,334295040,
Malawi,MWI,1981,338477020,
Malawi,MWI,1982,309756400,
Malawi,MWI,1983,297761760,
Malawi,MWI,1984,485198720,
Malawi,MWI,1985,305989020,
Malawi,MWI,1986,410981980,
Malawi,MWI,1987,484670980,
Malawi,MWI,1988,635562300,
Malawi,MWI,1989,725967040,
Malawi,MWI,1990,760334500,
Malawi,MWI,1991,822546500,
Malawi,MWI,1992,815541100,
Malawi,MWI,1993,716362560,
Malawi,MWI,1994,609598140,
Malawi,MWI,1995,556270500,
Malawi,MWI,1996,625539260,
Malawi,MWI,1997,473992770,
Malawi,MWI,1998,608123000,
Malawi,MWI,1999,628931400,
Malawi,MWI,2000,656212700,
Malawi,MWI,2001,643415600,
Malawi,MWI,2002,572405440,
Malawi,MWI,2003,680187100,
Malawi,MWI,2004,606388160,
Malawi,MWI,2005,672634700,
Malawi,MWI,2006,806421760,
Malawi,MWI,2007,798435500,
Malawi,MWI,2008,925821760,
Malawi,MWI,2009,828528800,
Malawi,MWI,2010,914012740,
Malawi,MWI,2011,810519800,
Malawi,MWI,2012,1191396900,
Malawi,MWI,2013,1150279400,
Malawi,MWI,2014,946725100,
Malawi,MWI,2015,1178807400,
Malawi,MWI,2016,1417180700,
Malawi,MWI,2017,1692815600,
Malawi,MWI,2018,1380584400,
Malawi,MWI,2019,1256512300,
Malawi,MWI,2020,1535365000,
Malawi,MWI,2021,1175451000,
Malawi,MWI,2022,1371369100,
Malawi,MWI,2023,1668962200,
Malaysia,MYS,1960,136878480,
Malaysia,MYS,1961,186290580,
Malaysia,MYS,1962,186157280,
Malaysia,MYS,1963,104960584,
Malaysia,MYS,1964,148458620,
Malaysia,MYS,1965,187653400,
Malaysia,MYS,1966,239960240,
Malaysia,MYS,1967,176877460,
Malaysia,MYS,1968,208959410,
Malaysia,MYS,1969,222220510,
Malaysia,MYS,1970,192607440,
Malaysia,MYS,1971,272026020,
Malaysia,MYS,1972,288990660,
Malaysia,MYS,1973,210550800,
Malaysia,MYS,1974,270748770,
Malaysia,MYS,1975,344953700,
Malaysia,MYS,1976,219262110,
Malaysia,MYS,1977,230298180,
Malaysia,MYS,1978,191589420,
Malaysia,MYS,1979,277386100,
Malaysia,MYS,1980,287343580,
Malaysia,MYS,1981,326221340,
Malaysia,MYS,1982,301662700,
Malaysia,MYS,1983,398270850,
Malaysia,MYS,1984,663269900,
Malaysia,MYS,1985,524964540,
Malaysia,MYS,1986,429744830,
Malaysia,MYS,1987,495206620,
Malaysia,MYS,1988,179405680,
Malaysia,MYS,1989,189168030,
Malaysia,MYS,1990,539400200,
Malaysia,MYS,1991,327218340,
Malaysia,MYS,1992,210200320,
Malaysia,MYS,1993,182321580,
Malaysia,MYS,1994,104506856,
Malaysia,MYS,1995,111326600,
Malaysia,MYS,1996,-321134200,
Malaysia,MYS,1997,-182805140,
Malaysia,MYS,1998,196609890,
Malaysia,MYS,1999,133077576,
Malaysia,MYS,2000,62457136,
Malaysia,MYS,2001,40499840,
Malaysia,MYS,2002,107094720,
Malaysia,MYS,2003,110718580,
Malaysia,MYS,2004,256212930,
Malaysia,MYS,2005,34609252,
Malaysia,MYS,2006,221394370,
Malaysia,MYS,2007,182858180,
Malaysia,MYS,2008,133692584,
Malaysia,MYS,2009,120289270,
Malaysia,MYS,2010,14677758,
Malaysia,MYS,2011,46974932,
Malaysia,MYS,2012,21113258,
Malaysia,MYS,2013,-79253600,
Malaysia,MYS,2014,24313904,
Malaysia,MYS,2015,6439923,
Malaysia,MYS,2016,-32311650,
Malaysia,MYS,2017,-12521924,
Malaysia,MYS,2018,-18285436,
Malaysia,MYS,2019,14072720,
Malaysia,MYS,2020,13083847,
Malaysia,MYS,2021,24432442,
Malaysia,MYS,2022,5940241,
Malaysia,MYS,2023,1130674,
Maldives,MDV,1960,296051,
Maldives,MDV,1961,2617720,
Maldives,MDV,1962,4669440,
Maldives,MDV,1963,2840552,
Maldives,MDV,1964,2582801,
Maldives,MDV,1965,1014447,
Maldives,MDV,1966,14939395,
Maldives,MDV,1967,3019440,
Maldives,MDV,1968,2209637,
Maldives,MDV,1969,1214372,
Maldives,MDV,1970,1699632,
Maldives,MDV,1971,5907162,
Maldives,MDV,1972,3955616,
Maldives,MDV,1973,3136932,
Maldives,MDV,1974,2763730,
Maldives,MDV,1975,11499358,
Maldives,MDV,1976,11959562,
Maldives,MDV,1977,12501101,
Maldives,MDV,1978,20998682,
Maldives,MDV,1979,16246956,
Maldives,MDV,1980,50610064,
Maldives,MDV,1981,30567050,
Maldives,MDV,1982,13902454,
Maldives,MDV,1983,24602080,
Maldives,MDV,1984,12182054,
Maldives,MDV,1985,21247622,
Maldives,MDV,1986,34845290,
Maldives,MDV,1987,26950332,
Maldives,MDV,1988,31435766,
Maldives,MDV,1989,39613696,
Maldives,MDV,1990,21372096,
Maldives,MDV,1991,36091084,
Maldives,MDV,1992,38771100,
Maldives,MDV,1993,36620024,
Maldives,MDV,1994,32011002,
Maldives,MDV,1995,57585390,
Maldives,MDV,1996,30525260,
Maldives,MDV,1997,28770646,
Maldives,MDV,1998,29788986,
Maldives,MDV,1999,32925622,
Maldives,MDV,2000,23316416,
Maldives,MDV,2001,29994452,
Maldives,MDV,2002,28859130,
Maldives,MDV,2003,20369208,
Maldives,MDV,2004,30626022,
Maldives,MDV,2005,77998110,
Maldives,MDV,2006,38155052,
Maldives,MDV,2007,34389260,
Maldives,MDV,2008,51278204,
Maldives,MDV,2009,24912412,
Maldives,MDV,2010,55569824,
Maldives,MDV,2011,46391148,
Maldives,MDV,2012,53799012,
Maldives,MDV,2013,20049032,
Maldives,MDV,2014,20987470,
Maldives,MDV,2015,25220588,
Maldives,MDV,2016,23281706,
Maldives,MDV,2017,49267556,
Maldives,MDV,2018,136301260,
Maldives,MDV,2019,73068430,
Maldives,MDV,2020,306899100,
Maldives,MDV,2021,107119420,
